"BookID","Title","Theme","Category","Publisher","PublicationYear","ISBN","CoverType","Origin","Shelf","CopiesNo","FotocopiesNo","Includes"
"128","AutoCAD Customization Guide","This manual is a general-purpose drafting system designed with an open architecture, so you can customize and extend its many features.","manual","Autodesk","1995","001050000005040","paperback","RTI Lab.","G117","1","0",""
"129","AutoCAD Documentation Guide","This manual is an overview of the complete documentation set for AutoCAD Release 13 and explains how to navigate the printed and electronic documents.","manual","Autodesk","1995","001050000005050","paperback","RTI Lab.","G117","1","0",""
"130","AutoCAD Installation Guide for DOS","This manual explains how to install and configure your system for AutoCAD Release 13.","manual","Autodesk","1995","001050002005000","paperback","RTI Lab.","G117","1","0",""
"131","AutoCAD Installation Guide for Windows","This manual lists the hardware and software required to run AutoCAD and describes how to use the AutoCAD for Windows setup program for either a single user or a network.","manual","Autodesk","1995","001050014005000","paperback","RTI Lab.","G117","1","0",""
"132","AutoCAD Leaning AutoCAD for DOS and UNIX","This manual is a series of exercises designed to get you working with AutoCAD as quickly as possible.","manual","Autodesk","1995","001050000005010","paperback","RTI Lab.","G117","1","0",""
"133","AutoCAD Release 13 Installation Instructions for Windows NT","This supplement provides the information necessary for proper installation of AutoCAD for Windows NT.","manual","Autodesk","1995","001050020005110","without cover","RTI Lab.","G117","1","0",""
"134","AutoCAD User's Guide","This manual describes AutoCAD's powerful features and their procedures with a step-by-step graphical approach.","manual","Autodesk","1995","001050000005020","paperback","RTI Lab.","G117","1","0",""
"135","Autodesk 3D Studio Advanced User's Guide","This manual provides additional information about specific topics for advanced users of 3D Studio.","manual","Autodesk","1994","015050002005020","paperback","RTI Lab.","G117","1","0",""
"136","Autodesk 3D Studio Installation Guide","This manual provides all the information needed to install and configure 3D Studio.","manual","Autodesk","1994","015050002005000","paperback","RTI Lab.","G117","1","0",""
"137","Autodesk 3D Studio New Features","This manual explains the new features of Autodesk 3D Studio and also provides important information regarding installation.","manual","Autodesk","1994","015050002005010","paperback","RTI Lab.","G117","1","0",""
"138","Autodesk 3D Studio Reference Manual","Autodesk 3D Studio is a three-dimensional modeling and animation application program for your desktop computer.","manual","Autodesk","1994","015050002005030","paperback","RTI Lab.","G117","1","0",""
"139","Autodesk 3D Studio Tutorials","These tutorials introduce you to many of the features in Autodesk 3D Studio Release 3.","manual","Autodesk","1994","015050002005040","paperback","RTI Lab.","G117","1","0",""
"140","AutoVision Animation Players Manual","Animation Player for DOS is a flic ""projector"" program that lets you play animations or display pictures, one at a time or following a text script file.","manual","Autodesk","1994","","paperback","RTI Lab.","G117","1","0",""
"141","AutoVision User's Guide and Reference","This manual explains how to run AutoVision under both DOS and Microsoft Windows.","manual","Autodesk","1994","","paperback","RTI Lab.","G117","1","0",""
"142","Cyberspace Developer Kit Application Examples and Viewers","This manual describes how to set up and use the application examples and viewers distributed with the cyberspace Developer Kit (CDK).","manual","Autodesk","1994","","paperback","RTI Lab.","G117","1","0",""
"143","Cyberspace Developer Kit Programmer's Guide","The Cyberspace Developer Kit (CDK) is an object-oriented programming library for creating interactive, 3-dimensional visualization and simulation software.","manual","Autodesk","1994","","paperback","RTI Lab.","G117","1","0",""
"144","Cyberspace Developer Kit Reference Manual","This manual is a reference to the classes provided by the Autodesk Cyberspace Developer Kit (CDK).","manual","Autodesk","1994","","paperback","RTI Lab.","G117","1","0",""
"145","Validation, Verification and Tests of Knowledge-Based Systems","This book describes tools, techniques and validation and verification criteria; discusses particular projects; and includes a survey of developers.","book","John Wiley & Sons","1991","0471930180","paperback","CS","G123","1","0",""
"146","Interactive Speech Technology Human Factors Issues in the Application of Speech Input/Output to Comp","This book deals with two important technologies in human-computer interaction: computer generation of synthetic speech and computer recognition of human speech.","book","Taylor & Francis","1993","074840127X","hardbound","CS","G121","1","0",""
"147","Fourth International Conference on Rehabilitation Robotics","Proceedings of the fourth internatioanl conference on Rehabilitation Robotics, 14, 15, 16 June 1994, A.I. duPont Institute Wilmington Delaware, USA. ΔΩΡΕΑ ΣΤΗ  ΒΙΒΛΙΟΘΗΚΗ ΙΠ-ΙΤΕ.","proceedings","Applied Science & Engineering Laboratories","1994","","paperback","CS","","1","0",""
"148","Creating Multimedia on your PC","This book will show you how to use the software on the CD to create real multimedia presentations, and will help you create your own artwork, sound files, and more.","book","John Wiley & Sons","1994","0471589284","paperback","CS","G123","1","0",""
"149","Simulating Humans: Computer Graphics Animation and Control","This book constitutes the state of the art in simulating human figures, discusses the many areas of application and predicts the future in this exciting, fast moving field.","book","Oxford University Press","1993","0195073592","hardbound","CS","","1","0",""
"150","Directions in Human-Computer Interaction","This book presents current research in interactive system design and human information processing.","book","Ablex Publishing Corporation","1982","0893911445","hardbound","CS","G122","1","0",""
"151","Human Factors and Typography for More Readable Programs","This book presents the results of research that makes the interface to a program's source code and documentation intelligible, communicative, and attractive.","book","ACM Press","1990","0201107457","paperback","CS","G121","1","0",""
"152","Readings in Groupware and Computer-Supported Cooperative Work: Assisting Human-Human Collaboration","This book is an organized collection of readings from the research literature of groupware and computer-supported cooperative work, introduced and set in context by brief introductory essays.","book","Morgan Kaufmann Publishers","1993","1558602410","paperback","CS","G121","1","0",""
"153","Readings in Human-Computer Interaction A Multidisciplinary Approach","This book serves as an invaliable source work for system designers, cognitive scientists, computer scientists, managers and anyone concerned with the effectiveness of user-computer interfaces.","book","Morgan Kaufmann Publishers","1987","0934613249","paperback","CS","G121","1","0",""
"154","Human Error in Computer Systems","The purpose of the book is to briefly convey several considerations related to controlling human error in systems.","book","Prentice-Hall","1983","0134450566","paperback","CS","G122","1","0",""
"155","Human Performance Engineering","This book presents a set of human factors/ergonomics ""tools"", including easy-to-use statistical methods (with supporting software) that are useful for evaluating the results of many human factors studies.","book","Prentice-Hall","1989","0134460480","paperback","CS","","1","0",""
"156","Marketing, An Introductory Text (5th Edition)","This book provides a clear and comprehensive introduction to the theory and practice of marketing.","book","Macmillan Press","1991","0333556860","paperback","CS","G121","1","0",""
"157","Research for Marketing","This book is an attempt to cater for the anticipated growth in demand for information on the subject as students and managers recognise its importance as an essential and first element in the formulation of strategy and management of the marketing mix.","book","Macmillan Press","1991","0333470214","paperback","CS","G121","1","0",""
"158","Rehabilitation Technology Strategies for the European Union","Proceedings of the 1st TIDE Congress, 6-7 April 1993, Brussels","proceedings","IOS Press","1993","9051991312","hardbound","CS","G123","2","0",""
"159","TIDE 2ND Phase Workplan Draft","This document is structured in three parts 1. Rationale and Overview 2. Description of the scope of the R&D Work 3. R&D Task descriptions.","report","Commission of the European Communities","1992","","paperback","CS","G120A / G117","1","0",""
"160","Cellular Radio Systems","1. Cellular radio. ΔΩΡΕΑ ΣΤΗ ΒΙΒΛΙΟΘΗΚΗ ΙΠ-ΙΤΕ.","book","Artech House","1993","0890066469","hardbound","CS","G123","1","0",""
"161","Data Structures, Files and Databases","This practical introduction to data structures, files and databases provides the reader with the essential techniques and underlying theory used in the design of structured data.","book","Macmillan Press","1987","0333436903","paperback","3Π16","G121","1","0",""
"162","Advances in Database Programing Languages","This book describes current attempts to understand and to develop database programming languages.","book","ACM Press","1990","0201502577","hardbound","CS","G121","1","0",""
"164","Knowledge and Decisions in Health Telematics","Knowledge Processing for Decision Support in the Health Sector. Development Methodologies for Knowledge Based Systems. Problems in the Integration of KBSs and Clinical Information Systems.","book","IOS Press","1994","9051991525","hardbound","CS","G123","1","0",""
